product_name,product_price,Rate,Review,Summary,Sentiment
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,nice,size is small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,thin but ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,good,not that great its ok ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,does the job,not bad,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,does the job,quality not as cello standard,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,good quality product,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,good quality product,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,1,unsatisfactory,small in size,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,1,hated it!,size of d katori is very smallthats why i returned,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,nice,avarage quality,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,2,not good,size is too small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,pretty good,size is little bit small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,good,average,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,good choice,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,nice product,d product,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,this product plates is to o medium size,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,size has too short,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,does the job,average prodect,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,just ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,fair,not bad,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,ok quality,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,2,moderate,it is ok ok productslightly smaller in size,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,not bad,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,plates are very small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,normal,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,bowl is smallgood quality,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,value-for-money,suit,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,average,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,just ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,good choice,size is small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,like ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,really nice,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,got it at 950value for money,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,really nice,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,nice product,ok products inthis rate but plates are small in size,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,nice,average,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,fair,small size,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,5,highly recommended,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,5,highly recommended,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,nice product,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,5,best in the market!,okay,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,2,not good,material was soo goodbut small in size,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,2,moderate,neither so good nor bad,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,just ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,good,product is small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,nice product,need bowl set of six with this productbig bowl,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,good,just ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,does the job,was okey,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,fair,just ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,little bit small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,fair,bwol is very small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,nice,average,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,does the job,not good nor bad,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,delightful,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,delightful,good opalware set but very thin be cautious,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,wonderful,okay,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,good choice,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,2,could be way better,average quality,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,good,ok not statistically,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,5,highly recommended,not_specified,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,just okay,size of large plates are smaller as compared to other brands,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,does the job,delivery so late i am not happy product is good,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,average product,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,1,waste of money!,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,good,average,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,nice product,average quality,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,pretty good,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,good quality product,product is awesomebut size is small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,5,highly recommended,glass,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,very good,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,fair,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,1,very poor,normal,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,good choice,the size could have been a bit bigger,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,nice,size of the plate is too small in this price,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,nice,it was oky,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,decent product,bowl size is too small,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,1,hated it!,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,good choice,pure kaaaaj h,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,pretty good,honey finish,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,3,nice,quality is ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,2,could be way better,ok,neutral
"cello Pack of 18 Opalware Cello Dazzle Lush Fiesta Opalware Dinner Set, 18 Pieces Dinner SetÃƒÂ‚Ã‚Â ÃƒÂ‚Ã‚Â (White, Microwave Safe)",1299,4,value-for-money,very good but mixing bowl not included is one disappointmentand soup bowl is small in size,neutral
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,not recommended at all,send damage product dont buy,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,utterly disappointed,item is vry bad i hate flipcart item this watch is,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,brilliant,good productbuying worst,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,2,bad quality,speed not good very slow,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,horrible,waste of money dont buy,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,not recommended at all,unhappy,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,fair,cooler body is very weak,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,very poor,bad,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,utterly disappointed,defective product,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,terrific,nice products but one problem brod size,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,2,bad quality,poor air throw dont go by reviews present its not even throwing till 15 ft,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,2,moderate,very bad product very noice service man is bad responsei hate this product do not buy this waste of money,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,don't waste your money,capacity of cooler is not 65lt water indicator not work,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,very good,nice and but the room is not so cool a i dont know why,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,utterly disappointed,bad quality product,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,terrible product,worst cooling normal table fan is better compared to this no cooling,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,don't waste your money,absolutely useless product please never buy it even after technician coming and checking that the product was not working still the exchange was not accepted a big scam by flipkart total disgrace,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,good,more noise and some times lightly bad smell actually no proper cooling,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,really nice,if you can provide trolley wheels stand along with the cooler it would be awsome and 5star product it is bit difficult to find a stand for this particular model as it is a jumbo one,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,hated it!,not that good that mentioned,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,waste of money!,worst cooler ever poor cooling fan speed is too slow even my normal ceiling fan provides better air worst product from maharaja and flipkart sad part is they do not refund the money as well only replacement option is availablevery disappointed from flipkart,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,worst experience ever!,worst,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,decent product,not up to the mark in didplay front side l1 l2 blinkings are displayingbut the same is missing in productfan speed is not up to expectations and cooling also very lessfeeling humidity in room over all experience is average product i can give 3 out of 5by seeing previous reviews and experiences i had bought it but i dont recommend to others,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,4,good quality product,good quality product cooling superb water filling only through water pipe nice design but no power main switch no direct power on off switch extra cooler stand required,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,simply awesome,well bulid quality and excellent cooling air but the water pump is not that good,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,terrible product,with in 1 month fan blade broken suddenly noisy and vibrating cooler,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,worthless,worst experience with flipkart,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,horrible,bad bad quality and bad courier service,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,worthless,very bad product totally vest of money,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,terrible product,not working properly not able return also so for me it is verry bad product it should be returnable product cause if it is not working properly people have choice to book different one very bad product,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,hated it!,large sizecooling is low,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,utterly disappointed,body veey poor,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,not recommended at all,maharaja cooler very poor colety,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,2,not good,not worthy,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,5,simply awesome,fan speed is good but cooling is not goodand size is also very big more space taken smell coming from honeycomb padso im not happy,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,2,moderate,very bad product,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,2,moderate,cooler is average small size and costly rather than market,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,3,nice,nice product but flipcart delayed the delivery 10 days,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,hated it!,worst product,negative
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",7999,1,waste of money!,very big and very worst performance total money waste,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,1,don't waste your money,water pump is not throwing a lot of water thats why its throwing warm air not satisfied with this kind of pump quality i have paid a lot for this not worth the money there is no work of ice chamber i need a partial refund,negative
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",9999,3,nice,very bad ever packageing by flipkart i have seen when i open its outer layer its been already open looks like used product air throw quality is not good as expected its water meter is very top of its water tank if you want to see its minimum level of water then u have to fill atlest 50 liter of water no any support of up and down its air wing and its not cover very much area overall just ok not very satisfied,negative
